run_id,timestamp,prompt_id,dataset,category,split,system,repeat_idx,action_id,grammar_enabled,grammar_version,max_tokens_budget,prompt_template_version,parser_version,answer_raw,answer_parsed,parse_success,ground_truth,correct,total_latency_ms,timeout_flag,energy_start_mwh,energy_end_mwh,energy_delta_mwh,energy_per_prompt_mwh,error_code,e7_http_status,e7_exception_type,e7_tokens_predicted,e7_stop_type,e7_prompt_len_chars,e7_raw_preview,model_name,quantization,temperature,top_p,top_k,seed,timeout_sec,config_version
v1_a2_grammar_20260221_175121,2026-02-21T17:51:27.206923,AR_000001,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,1,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,1,1,1,4,0,6066.079,0,5765.00,7360.00,1595.00,39.88,E1,200,,2,eos,150,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:51:28.989660,AR_000001,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,2,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,1,1,1,4,0,1681.347,0,5765.00,7360.00,1595.00,39.88,E1,200,,2,eos,150,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:51:30.779644,AR_000001,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,3,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,1,1,1,4,0,1689.436,0,5765.00,7360.00,1595.00,39.88,E1,200,,2,eos,150,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:51:43.888941,AR_000002,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,1,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,The value is 10.,10,1,4,0,13108.185,0,5765.00,7360.00,1595.00,39.88,E1,200,,7,eos,168,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:51:50.002635,AR_000002,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,2,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,The value is 10.,10,1,4,0,6013.108,0,5765.00,7360.00,1595.00,39.88,E1,200,,7,eos,168,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:51:56.118932,AR_000002,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,3,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,The value is 10.,10,1,4,0,6013.177,0,5765.00,7360.00,1595.00,39.88,E1,200,,7,eos,168,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:52:14.506548,AR_000003,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,1,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,-7.5 + 2320.5 = 2313.0,2313,1,2313,1,18386.922,0,5765.00,7360.00,1595.00,39.88,E0,200,,17,eos,147,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:52:29.090562,AR_000003,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,2,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,-7.5 + 2320.5 = 2313.0,2313,1,2313,1,14483.437,0,5765.00,7360.00,1595.00,39.88,E0,200,,17,eos,147,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:52:43.686553,AR_000003,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,3,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,-7.5 + 2320.5 = 2313.0,2313,1,2313,1,14495.265,0,5765.00,7360.00,1595.00,39.88,E0,200,,17,eos,147,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:52:46.932054,AR_000004,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,1,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,201,201,1,201,1,3245.018,0,5765.00,7360.00,1595.00,39.88,E0,200,,2,eos,140,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:52:48.734262,AR_000004,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,2,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,201,201,1,201,1,1701.678,0,5765.00,7360.00,1595.00,39.88,E0,200,,2,eos,140,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:52:50.586295,AR_000004,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,3,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,201,201,1,201,1,1751.510,0,5765.00,7360.00,1595.00,39.88,E0,200,,2,eos,140,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:53:06.553572,AR_000005,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,1,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,(-2)/(-3) = 2/3,0.6666666666666666,1,1,0,15966.614,0,5765.00,7360.00,1595.00,39.88,E1,200,,12,word,158,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:53:16.930039,AR_000005,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,2,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,(-2)/(-3) = 2/3,0.6666666666666666,1,1,0,10275.882,0,5765.00,7360.00,1595.00,39.88,E1,200,,12,word,158,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:53:27.311546,AR_000005,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,3,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,(-2)/(-3) = 2/3,0.6666666666666666,1,1,0,10280.927,0,5765.00,7360.00,1595.00,39.88,E1,200,,12,word,158,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:53:35.892767,AR_000006,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,1,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,-0.3333333333333333,-0.3333333333333333,1,-5,0,8580.747,0,5765.00,7360.00,1595.00,39.88,E1,200,,10,eos,146,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:53:44.550438,AR_000006,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,2,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,-0.3333333333333333,-0.3333333333333333,1,-5,0,8557.111,0,5765.00,7360.00,1595.00,39.88,E1,200,,10,eos,146,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
v1_a2_grammar_20260221_175121,2026-02-21T17:53:53.231135,AR_000006,deepmind_math,AR,industry_tier1_40_v2,v1_a2_grammar,3,A2,1,G1-relaxed,30,PT3_phi_chat,P3_numeric_context,-0.3333333333333333,-0.3333333333333333,1,-5,0,8580.212,0,5765.00,7360.00,1595.00,39.88,E1,200,,10,eos,146,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,60,v1.0
